Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Season
Willie Cauley-Stein,C,27,DAL,53,906,14.3,0.647,0.06,0.429,8.1,20.5,14.3,5.3,1.1,4.4,11.8,12.0,1.6,1.2,2.8,0.147,-2.2,0.6,-1.6,0.1,2021
Chris Chiozza,PG,25,BRK,22,232,12.9,0.461,0.47700000000000004,0.193,1.5,9.5,5.7,36.9,1.5,2.3,14.4,21.0,0.1,0.2,0.3,0.063,-0.7,-0.9,-1.6,0.0,2021
Marquese Chriss,PF,23,GSW,2,27,11.8,0.41200000000000003,0.35700000000000004,0.28600000000000003,12.0,38.9,25.6,11.0,0.0,6.5,11.3,28.1,-0.1,0.1,0.0,-0.03,-2.2,-1.0,-3.2,0.0,2021
Gary Clark,SF-PF,26,TOT,39,654,6.0,0.436,0.818,0.076,5.1,13.5,9.1,6.4,1.0,1.0,11.1,10.1,-0.3,0.4,0.1,0.008,-4.0,-0.9,-4.9,-0.5,2021
Gary Clark,SF,26,ORL,35,637,6.1,0.439,0.8240000000000001,0.076,5.2,13.3,9.1,6.4,0.9,1.0,11.2,10.3,-0.2,0.3,0.1,0.006999999999999999,-3.8,-0.9,-4.8,-0.4,2021
Gary Clark,SF,26,DEN,2,4,2.9,0.0,0.0,0.0,0.0,28.2,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037000000000000005,-8.5,0.3,-8.3,0.0,2021
Gary Clark,PF,26,PHI,2,13,3.8,0.0,0.0,0.0,0.0,16.6,8.5,9.0,3.7,0.0,0.0,3.3,0.0,0.0,0.0,0.044000000000000004,-10.5,2.6,-7.9,0.0,2021
Brandon Clarke,PF,24,MEM,59,1415,17.3,0.56,0.156,0.228,7.2,17.5,12.3,9.5,2.0,3.2,5.7,17.2,2.2,2.0,4.2,0.142,0.3,1.0,1.3,1.2,2021
Jordan Clarkson,SG,28,UTA,68,1818,17.1,0.5489999999999999,0.557,0.134,2.9,12.7,8.0,15.3,1.6,0.4,9.2,29.7,1.7,2.5,4.2,0.111,1.9,-0.8,1.1,1.4,2021
Nicolas Claxton,C,21,BRK,32,594,16.9,0.612,0.034,0.441,8.4,21.8,15.4,6.4,1.9,5.9,9.4,14.0,1.0,0.9,1.9,0.153,-0.8,1.1,0.3,0.3,2021
Amir Coffey,SG,23,LAC,44,394,10.1,0.585,0.544,0.369,2.9,9.4,6.3,7.4,1.3,0.0,11.1,15.1,0.4,0.3,0.7,0.085,-2.1,-0.5,-2.6,-0.1,2021
John Collins,PF,23,ATL,63,1848,20.6,0.645,0.27,0.265,7.1,20.3,13.8,6.9,0.9,3.0,8.9,22.2,4.8,1.9,6.7,0.174,2.5,-0.4,2.1,1.9,2021
Mike Conley,PG,33,UTA,51,1498,19.2,0.589,0.523,0.222,2.7,9.6,6.3,30.6,2.3,0.5,12.4,23.1,4.0,2.1,6.1,0.19699999999999998,3.5,0.9,4.4,2.4,2021
Pat Connaughton,SG,28,MIL,69,1575,11.3,0.578,0.703,0.10300000000000001,4.4,17.3,11.1,6.3,1.5,1.3,7.5,11.6,1.8,1.7,3.5,0.10800000000000001,-0.4,0.1,-0.4,0.6,2021
Quinn Cook,PG,27,TOT,23,157,12.7,0.531,0.382,0.11800000000000001,1.4,10.9,6.1,18.3,1.3,0.6,8.9,21.8,0.1,0.1,0.2,0.061,-1.2,-0.4,-1.5,0.0,2021
Quinn Cook,PG,27,LAL,16,62,13.8,0.585,0.5,0.192,0.0,9.0,4.5,12.5,0.8,1.4,9.6,21.9,0.1,0.1,0.1,0.098,-0.3,-0.8,-1.1,0.0,2021
Quinn Cook,PG,27,CLE,7,95,12.0,0.496,0.31,0.071,2.3,12.1,7.1,22.1,1.6,0.0,8.5,21.7,0.0,0.1,0.1,0.037000000000000005,-1.7,-0.1,-1.8,0.0,2021
Tyler Cook,SF-PF,23,TOT,32,438,12.8,0.659,0.019,0.34,7.0,17.2,12.1,5.9,0.9,0.4,15.1,13.9,0.5,0.3,0.8,0.09,-2.5,-0.5,-3.0,-0.1,2021
Tyler Cook,PF,23,BRK,4,17,1.6,0.33299999999999996,0.0,0.0,6.9,6.2,6.5,14.1,0.0,0.0,25.0,10.3,0.0,0.0,0.0,-0.047,-5.3,-1.5,-6.8,0.0,2021
Tyler Cook,SF,23,DET,28,421,13.2,0.667,0.02,0.35,7.1,17.6,12.3,5.6,0.9,0.4,14.8,14.1,0.5,0.3,0.8,0.096,-2.4,-0.5,-2.9,-0.1,2021
DeMarcus Cousins,C,30,TOT,41,713,16.4,0.537,0.44299999999999995,0.266,8.0,32.7,20.0,16.3,2.3,3.0,15.8,24.5,0.0,1.2,1.2,0.079,-1.2,1.9,0.7,0.5,2021
DeMarcus Cousins,C,30,HOU,25,506,14.9,0.511,0.552,0.281,6.1,35.4,20.1,18.0,2.0,3.2,14.2,23.1,-0.1,0.8,0.7,0.062,-1.5,1.9,0.4,0.3,2021
DeMarcus Cousins,C,30,LAC,16,207,20.3,0.597,0.2,0.23199999999999998,12.9,25.9,19.6,12.4,3.1,2.6,19.3,27.7,0.1,0.4,0.5,0.11900000000000001,-0.4,1.8,1.4,0.2,2021
Robert Covington,PF,30,POR,70,2243,11.2,0.5529999999999999,0.6990000000000001,0.122,2.8,19.8,11.1,6.8,2.2,3.4,10.7,11.5,1.4,2.4,3.7,0.08,-1.5,1.2,-0.3,1.0,2021
Torrey Craig,SF,30,TOT,50,803,14.2,0.579,0.467,0.09699999999999999,8.1,19.1,13.7,7.9,1.7,2.9,9.6,14.3,1.1,1.1,2.2,0.133,-0.3,0.7,0.3,0.5,2021
Torrey Craig,SF,30,MIL,18,201,10.3,0.48,0.478,0.043,7.1,15.1,11.2,9.5,2.1,3.1,9.6,10.8,0.1,0.3,0.4,0.09699999999999999,-1.9,1.0,-0.9,0.1,2021
Torrey Craig,SF,30,PHO,32,602,15.5,0.603,0.46399999999999997,0.11,8.4,20.4,14.5,7.4,1.6,2.8,9.5,15.5,1.0,0.8,1.8,0.145,0.2,0.5,0.8,0.4,2021
Jae Crowder,PF,30,PHO,60,1648,11.8,0.574,0.772,0.152,2.2,16.9,9.7,10.0,1.4,1.5,9.5,15.7,1.4,1.9,3.3,0.09699999999999999,0.1,0.7,0.8,1.2,2021
Jarrett Culver,SG,21,MIN,34,499,8.8,0.47600000000000003,0.315,0.28600000000000003,7.1,15.8,11.3,6.8,1.6,1.6,12.9,18.2,-0.4,0.3,-0.1,-0.006,-4.8,-1.8,-6.6,-0.6,2021
Seth Curry,SG,30,PHI,57,1638,12.9,0.607,0.507,0.139,0.7,8.3,4.6,13.6,1.3,0.4,10.0,17.1,2.3,1.7,4.0,0.11800000000000001,-0.1,-0.8,-0.9,0.5,2021
Stephen Curry,PG,32,GSW,63,2152,26.3,0.655,0.5870000000000001,0.289,1.5,15.4,8.5,30.5,1.7,0.3,12.2,34.8,6.5,2.5,9.0,0.201,8.1,0.0,8.1,5.5,2021
Nate Darling,SG,22,CHO,7,26,8.2,0.541,1.0,0.429,4.1,0.0,2.1,5.1,0.0,3.8,10.7,15.4,0.0,0.0,0.0,0.038,-1.5,-2.7,-4.2,0.0,2021
Anthony Davis,PF,27,LAL,36,1162,22.1,0.556,0.163,0.349,6.0,21.5,13.8,16.4,1.9,4.5,9.5,29.2,1.3,2.4,3.7,0.152,2.9,1.6,4.5,1.9,2021
Ed Davis,C,31,MIN,23,299,13.1,0.48700000000000004,0.0,0.273,16.1,26.0,20.8,9.0,2.1,3.8,12.4,7.9,0.5,0.4,0.8,0.135,-3.5,0.7,-2.9,-0.1,2021
Terence Davis,SG,23,TOT,61,1074,12.7,0.555,0.586,0.121,2.0,14.1,7.9,11.4,2.0,1.2,11.6,21.8,0.1,0.8,0.8,0.038,-1.0,-1.0,-2.0,0.0,2021
Terence Davis,SG,23,TOR,34,493,11.1,0.537,0.581,0.086,1.9,13.2,7.4,11.6,1.7,1.4,11.7,21.6,-0.2,0.4,0.3,0.026000000000000002,-1.8,-1.3,-3.1,-0.1,2021
Terence Davis,SG,23,SAC,27,581,14.0,0.57,0.589,0.15,2.1,14.9,8.4,11.3,2.2,1.0,11.5,21.9,0.2,0.3,0.6,0.047,-0.4,-0.8,-1.2,0.1,2021
Gabriel Deck,PF,25,OKC,10,212,16.1,0.5479999999999999,0.22399999999999998,0.32799999999999996,7.8,11.9,9.8,17.3,1.8,0.0,7.3,16.6,0.4,0.1,0.5,0.12,-0.3,-0.1,-0.4,0.1,2021
Dewayne Dedmon,C,31,MIA,16,210,24.5,0.735,0.077,0.415,15.5,31.0,23.4,9.6,2.1,3.0,14.5,19.3,0.7,0.4,1.1,0.256,1.2,0.7,1.9,0.2,2021
Matthew Dellavedova,PG,30,CLE,13,224,7.3,0.312,0.446,0.071,2.9,9.2,6.0,35.3,0.9,0.4,9.4,12.4,-0.1,0.1,0.0,0.005,-4.6,-2.0,-6.6,-0.3,2021
DeMar DeRozan,PF,31,SAS,61,2056,22.0,0.591,0.08,0.478,2.0,11.6,6.7,32.0,1.3,0.6,9.7,26.1,5.9,1.5,7.4,0.172,3.4,-0.2,3.2,2.7,2021
Mamadi Diakite,PF,24,MIL,14,141,12.3,0.47700000000000004,0.2,0.35,6.2,18.7,12.7,7.0,2.3,3.8,6.1,14.6,0.1,0.2,0.3,0.102,-3.2,0.4,-2.7,0.0,2021
Hamidou Diallo,SG-SF,22,TOT,52,1226,14.3,0.541,0.174,0.426,5.1,18.8,11.9,13.3,1.6,1.7,12.0,22.2,0.3,1.3,1.6,0.063,-2.2,-0.1,-2.3,-0.1,2021
Hamidou Diallo,SG,22,OKC,32,761,15.0,0.536,0.138,0.444,5.0,17.7,11.3,16.4,1.9,1.4,12.1,22.5,0.3,0.8,1.0,0.065,-2.1,0.4,-1.7,0.1,2021
Hamidou Diallo,SF,22,DET,20,465,13.1,0.5489999999999999,0.237,0.39299999999999996,5.2,20.6,12.8,8.3,1.1,2.2,11.7,21.6,0.1,0.5,0.6,0.059000000000000004,-2.4,-1.0,-3.4,-0.2,2021
Gorgui Dieng,C,31,TOT,38,552,19.2,0.67,0.429,0.41100000000000003,7.6,19.5,13.5,12.0,2.3,2.6,14.3,17.4,1.3,0.8,2.1,0.185,1.6,1.3,3.0,0.7,2021
Gorgui Dieng,C,31,MEM,22,371,19.2,0.682,0.444,0.39799999999999996,7.9,20.2,14.0,10.6,2.2,3.4,14.8,17.0,0.9,0.6,1.5,0.19,1.7,1.0,2.6,0.4,2021
Gorgui Dieng,C,31,SAS,16,181,19.0,0.648,0.4,0.436,6.9,18.0,12.3,15.0,2.4,0.9,13.2,18.2,0.4,0.2,0.7,0.175,1.6,2.1,3.7,0.3,2021
Spencer Dinwiddie,SG,27,BRK,3,64,10.1,0.536,0.43799999999999994,0.375,0.0,21.3,11.2,17.6,1.5,1.4,21.2,16.1,0.0,0.1,0.1,0.045,-3.4,2.0,-1.4,0.0,2021
Donte DiVincenzo,SG,24,MIL,66,1814,13.0,0.542,0.574,0.11800000000000001,4.9,16.7,11.0,14.2,1.9,0.7,12.5,16.7,1.5,2.1,3.6,0.095,-0.3,0.2,-0.1,0.9,2021
Luka Dončić,PG,21,DAL,66,2262,25.3,0.5870000000000001,0.406,0.349,2.7,22.9,12.8,44.1,1.4,1.5,15.3,36.0,5.1,2.6,7.7,0.163,6.1,0.6,6.7,5.0,2021
Luguentz Dort,SG,21,OKC,52,1543,10.1,0.513,0.515,0.257,2.5,10.3,6.4,8.8,1.4,1.1,10.0,21.7,-0.6,1.0,0.3,0.011000000000000001,-2.7,-1.0,-3.7,-0.7,2021
Damyean Dotson,SG,26,CLE,46,907,8.1,0.499,0.5429999999999999,0.12300000000000001,0.6,11.1,5.7,15.1,0.9,0.4,12.0,16.9,-0.4,0.3,0.0,-0.002,-3.3,-1.6,-4.8,-0.6,2021
Devon Dotson,PG,21,CHI,11,50,19.3,0.5479999999999999,0.33299999999999996,0.0,4.5,6.6,5.5,21.4,3.9,0.0,0.0,18.2,0.1,0.1,0.2,0.177,-0.1,2.2,2.1,0.1,2021
Sekou Doumbouya,PF,20,DET,56,869,6.9,0.45899999999999996,0.408,0.22699999999999998,4.9,13.5,9.2,8.0,1.4,0.9,12.4,17.8,-0.9,0.7,-0.2,-0.012,-5.4,-1.7,-7.0,-1.1,2021
PJ Dozier,SG,24,DEN,50,1088,10.4,0.501,0.42,0.18600000000000003,3.7,15.3,9.5,11.2,1.4,2.0,10.7,17.2,0.1,1.1,1.1,0.051,-2.2,-0.8,-3.0,-0.3,2021
Goran Dragić,PG,34,MIA,50,1337,13.0,0.552,0.44,0.22,2.2,12.1,7.2,25.9,1.2,0.6,16.2,24.5,0.2,1.2,1.3,0.048,-1.2,-1.8,-3.0,-0.3,2021
Andre Drummond,C,27,TOT,46,1242,19.4,0.519,0.013999999999999999,0.358,14.8,35.2,24.9,13.2,2.5,3.5,15.8,27.6,-0.6,2.5,2.0,0.077,-1.4,0.6,-0.9,0.3,2021
Andre Drummond,C,27,CLE,25,722,20.5,0.5,0.021,0.33899999999999997,15.3,37.5,26.1,16.2,2.7,3.6,15.6,31.3,-0.8,1.3,0.6,0.037000000000000005,-0.5,0.2,-0.3,0.3,2021
Andre Drummond,C,27,LAL,21,520,17.9,0.5539999999999999,0.0,0.396,14.1,32.0,23.1,9.0,2.2,3.4,16.0,22.4,0.2,1.2,1.4,0.133,-2.7,1.0,-1.7,0.0,2021
Jared Dudley,PF,35,LAL,12,81,4.4,0.33299999999999996,0.667,0.0,5.6,23.5,14.6,7.6,0.6,1.1,18.2,5.9,0.0,0.1,0.1,0.053,-4.5,-0.2,-4.7,-0.1,2021
Kris Dunn,PG,26,ATL,4,45,-5.7,0.182,0.16699999999999998,0.33299999999999996,0.0,14.3,7.3,5.4,2.2,3.9,17.9,16.2,-0.2,0.1,-0.2,-0.20199999999999999,-13.9,0.0,-13.9,-0.1,2021
Kevin Durant,PF,32,BRK,35,1157,26.4,0.6659999999999999,0.313,0.395,1.3,21.3,11.8,27.5,1.0,3.4,14.5,31.2,3.7,1.2,5.0,0.20600000000000002,6.2,0.6,6.9,2.6,2021
Anthony Edwards,SG,19,MIN,72,2314,13.9,0.523,0.429,0.225,2.7,13.5,7.9,14.6,1.7,1.3,10.7,27.0,-0.6,1.4,0.8,0.017,-0.9,-1.7,-2.6,-0.3,2021
Carsen Edwards,SG,22,BOS,31,276,10.2,0.527,0.568,0.11699999999999999,1.2,9.4,5.2,7.4,1.2,0.3,5.7,19.3,0.1,0.2,0.3,0.051,-2.9,-1.9,-4.8,-0.2,2021
CJ Elleby,SF,20,POR,30,192,9.4,0.46799999999999997,0.515,0.22699999999999998,6.0,12.0,8.9,7.1,1.5,1.4,6.4,17.4,0.0,0.1,0.1,0.032,-4.1,-1.5,-5.6,-0.2,2021
Henry Ellenson,PF,24,TOR,2,38,12.8,0.47600000000000003,0.643,0.28600000000000003,8.4,27.0,17.4,18.9,0.0,0.0,0.0,17.9,0.1,0.0,0.1,0.127,-3.1,1.0,-2.1,0.0,2021
Wayne Ellington,SG,33,DET,46,1012,12.2,0.625,0.8140000000000001,0.10400000000000001,1.3,8.1,4.7,10.2,0.9,0.8,8.5,16.7,1.3,0.5,1.9,0.08800000000000001,1.3,-1.7,-0.4,0.4,2021
Joel Embiid,C,26,PHI,51,1585,30.3,0.636,0.171,0.61,8.0,29.1,18.7,16.2,1.5,3.9,12.2,35.3,5.6,3.2,8.8,0.266,6.2,1.0,7.2,3.7,2021
James Ennis,SF,30,ORL,41,986,12.5,0.613,0.428,0.358,4.4,13.4,8.7,9.3,1.6,0.6,11.3,13.9,1.3,0.7,2.0,0.09699999999999999,-1.9,-0.2,-2.1,0.0,2021
Drew Eubanks,C,23,SAS,54,755,17.9,0.618,0.01,0.517,10.2,24.0,17.0,7.9,1.2,5.5,15.2,17.1,1.2,1.1,2.3,0.145,-1.1,1.2,0.0,0.4,2021
Dante Exum,SG,25,CLE,6,116,5.9,0.428,0.423,0.077,1.9,14.8,8.2,15.8,1.7,1.5,20.7,12.7,-0.2,0.1,-0.1,-0.025,-4.8,1.7,-3.1,0.0,2021
Tacko Fall,C,25,BOS,19,136,19.6,0.66,0.0,0.517,13.0,29.7,21.3,3.1,0.4,13.7,14.4,13.2,0.2,0.3,0.5,0.177,-1.5,2.6,1.1,0.1,2021
Derrick Favors,C,29,UTA,68,1039,19.7,0.6629999999999999,0.008,0.32899999999999996,14.7,23.3,19.2,6.0,1.5,5.3,11.5,13.0,2.9,2.2,5.1,0.237,0.2,1.8,2.0,1.0,2021
Cristiano Felício,C,28,CHI,18,84,14.7,0.574,0.154,1.2309999999999999,13.3,20.9,17.2,13.6,2.3,0.0,16.6,12.4,0.2,0.1,0.3,0.151,-1.0,0.7,-0.3,0.0,2021
Terrance Ferguson,SG,22,PHI,13,49,-7.1,0.14300000000000002,0.7140000000000001,0.0,0.0,2.2,1.1,4.9,1.0,0.0,36.4,9.7,-0.2,0.0,-0.2,-0.161,-12.1,-2.7,-14.8,-0.2,2021
Bruno Fernando,C,22,ATL,33,226,6.2,0.475,0.045,0.5,7.9,29.4,18.9,5.8,0.9,1.2,28.1,14.4,-0.3,0.3,-0.1,-0.019,-6.0,-1.0,-7.0,-0.3,2021
Yogi Ferrell,PG,27,TOT,10,136,14.4,0.45899999999999996,0.491,0.158,4.1,11.4,7.8,22.9,2.5,2.0,4.7,20.7,0.1,0.2,0.3,0.099,-0.8,0.2,-0.6,0.0,2021
Yogi Ferrell,PG,27,CLE,2,40,12.4,0.434,0.429,0.095,8.2,11.5,9.8,20.9,3.7,2.2,12.1,27.1,-0.1,0.1,0.0,-0.036000000000000004,-1.9,0.4,-1.5,0.0,2021
Yogi Ferrell,PG,27,LAC,8,96,15.3,0.473,0.528,0.19399999999999998,2.4,11.4,7.0,23.7,2.1,1.9,0.0,18.0,0.2,0.1,0.3,0.154,-0.3,0.2,-0.2,0.0,2021
Dorian Finney-Smith,PF,27,DAL,60,1921,12.0,0.609,0.648,0.08800000000000001,5.7,13.0,9.3,7.2,1.3,1.2,9.0,12.2,2.8,1.6,4.4,0.11,0.1,-0.1,-0.1,0.9,2021
Malik Fitts,PF,23,LAC,3,11,2.9,0.5,0.667,0.0,0.0,29.8,15.3,0.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0,0.049,-9.6,-0.6,-10.2,0.0,2021
Malachi Flynn,PG,22,TOR,47,928,10.9,0.484,0.494,0.165,1.1,13.0,6.9,21.4,2.0,0.8,10.5,19.0,0.0,0.8,0.8,0.040999999999999995,-2.8,0.0,-2.8,-0.2,2021
Bryn Forbes,SG,27,MIL,70,1354,12.8,0.631,0.645,0.115,0.9,7.6,4.3,4.5,0.8,0.1,7.3,18.5,2.0,0.7,2.7,0.096,0.4,-1.8,-1.4,0.2,2021
Trent Forrest,PG,22,UTA,30,302,11.2,0.5539999999999999,0.366,0.268,4.0,11.1,7.7,19.9,1.5,1.1,20.9,14.3,0.3,0.4,0.7,0.106,-2.9,0.7,-2.2,0.0,2021
Evan Fournier,SF-SG,28,TOT,42,1259,16.7,0.598,0.523,0.253,0.8,10.2,5.4,18.6,1.8,1.4,10.8,23.1,1.8,1.0,2.8,0.107,1.2,-0.2,1.0,1.0,2021
Evan Fournier,SF,28,ORL,26,787,18.2,0.604,0.509,0.33299999999999996,0.6,9.5,4.9,20.9,1.7,1.0,11.3,26.2,1.2,0.5,1.7,0.10400000000000001,2.1,-0.8,1.3,0.6,2021
Evan Fournier,SG,28,BOS,16,472,14.1,0.584,0.552,0.081,1.2,11.4,6.3,14.9,2.1,2.0,9.6,18.0,0.6,0.5,1.1,0.111,-0.2,0.7,0.5,0.3,2021
De'Aaron Fox,PG,23,SAC,58,2036,20.7,0.565,0.28800000000000003,0.376,1.8,9.4,5.5,32.7,2.1,1.1,11.9,31.0,3.4,0.8,4.2,0.098,2.9,-1.5,1.4,1.7,2021
Robert Franks,PF,24,ORL,7,101,16.5,0.638,0.536,0.46399999999999997,6.0,8.5,7.2,7.4,1.4,2.7,5.6,15.3,0.3,0.1,0.3,0.158,0.4,-0.7,-0.3,0.0,2021
Tim Frazier,PG,30,MEM,5,62,-0.5,0.177,0.4,0.3,0.0,13.8,6.8,30.8,1.5,1.5,15.0,18.1,-0.3,0.1,-0.2,-0.16899999999999998,-10.8,-2.0,-12.9,-0.2,2021
Markelle Fultz,PG,22,ORL,8,215,12.0,0.45799999999999996,0.154,0.183,2.3,10.0,6.0,33.1,1.8,0.8,13.8,26.2,-0.3,0.1,-0.1,-0.024,-2.9,-1.7,-4.6,-0.1,2021
Wenyen Gabriel,PF,23,NOP,21,241,9.8,0.5329999999999999,0.5329999999999999,0.28300000000000003,9.0,15.3,12.2,5.9,1.8,3.1,18.2,14.4,0.0,0.3,0.3,0.052000000000000005,-3.2,-0.1,-3.3,-0.1,2021
Daniel Gafford,PF-C,22,TOT,54,791,22.2,0.6970000000000001,0.0,0.48,12.9,18.6,15.8,5.3,1.5,8.1,13.1,16.7,2.1,1.3,3.5,0.209,0.9,1.6,2.5,0.9,2021
Daniel Gafford,PF,22,CHI,31,383,18.8,0.7,0.0,0.47100000000000003,12.9,16.9,14.9,6.2,1.4,7.7,17.3,14.4,0.8,0.6,1.5,0.182,-0.9,1.4,0.5,0.2,2021
Daniel Gafford,C,22,WAS,23,408,25.4,0.696,0.0,0.486,13.0,20.2,16.6,4.4,1.7,8.4,10.2,18.9,1.3,0.7,2.0,0.235,2.6,1.7,4.4,0.7,2021
Danilo Gallinari,PF,32,ATL,51,1222,16.3,0.613,0.535,0.366,1.6,17.0,9.5,9.2,1.2,0.7,7.2,21.2,2.7,1.0,3.7,0.146,1.6,-0.8,0.9,0.9,2021
Langston Galloway,SG,29,PHO,40,438,12.1,0.605,0.578,0.156,1.8,8.9,5.4,8.0,0.9,0.0,7.6,17.3,0.6,0.3,0.9,0.096,-0.2,-1.2,-1.4,0.1,2021
Darius Garland,PG,21,CLE,54,1790,14.2,0.547,0.332,0.165,1.4,6.8,4.0,30.9,1.8,0.3,16.0,24.9,0.3,0.9,1.2,0.033,0.2,-1.8,-1.6,0.1,2021
Marc Gasol,C,36,LAL,52,993,12.2,0.606,0.629,0.258,4.3,19.9,12.2,14.7,1.3,5.2,19.7,11.8,0.8,1.9,2.8,0.133,-1.2,3.3,2.1,1.0,2021
Rudy Gay,PF,34,SAS,63,1358,14.7,0.532,0.44299999999999995,0.162,3.2,20.9,11.9,9.7,1.6,2.5,8.8,23.6,0.0,1.7,1.7,0.059000000000000004,-0.1,-0.2,-0.3,0.6,2021
Paul George,SF,30,LAC,54,1821,20.5,0.598,0.43700000000000006,0.239,2.9,18.9,11.1,24.6,1.7,1.2,14.5,30.0,3.0,2.3,5.3,0.139,4.0,-0.4,3.7,2.6,2021
Taj Gibson,PF,35,NYK,45,936,16.0,0.6609999999999999,0.095,0.348,11.6,17.3,14.5,5.4,1.7,5.0,10.8,9.7,2.1,1.7,3.8,0.195,-0.8,2.2,1.4,0.8,2021
Harry Giles,C,22,POR,38,348,12.4,0.496,0.237,0.278,9.3,32.2,20.4,11.3,1.1,3.3,15.5,15.9,0.1,0.4,0.5,0.069,-3.4,-0.2,-3.6,-0.1,2021
Shai Gilgeous-Alexander,SG,22,OKC,35,1180,21.6,0.623,0.301,0.405,1.7,13.1,7.3,31.2,1.1,1.7,13.7,27.8,2.7,0.8,3.5,0.14300000000000002,3.8,0.0,3.8,1.7,2021
Anthony Gill,PF,28,WAS,26,218,13.7,0.597,0.4,0.267,7.8,17.0,12.4,6.7,2.1,1.5,10.7,14.2,0.3,0.3,0.6,0.12300000000000001,-1.4,0.2,-1.2,0.0,2021
Freddie Gillespie,PF,23,TOR,20,392,13.4,0.563,0.0,0.39299999999999996,11.4,16.0,13.6,3.2,1.6,5.1,10.9,12.2,0.5,0.5,0.9,0.11599999999999999,-3.1,-0.1,-3.2,-0.1,2021
Rudy Gobert,C,28,UTA,71,2187,23.5,0.6829999999999999,0.006999999999999999,0.6459999999999999,12.2,33.5,23.3,6.0,0.9,7.0,13.7,17.0,6.1,5.2,11.3,0.248,2.0,2.5,4.5,3.6,2021
Brandon Goodwin,PG,25,ATL,47,620,9.2,0.47100000000000003,0.462,0.193,1.4,10.6,6.1,21.6,1.3,0.0,13.0,19.5,-0.2,0.4,0.2,0.013000000000000001,-2.7,-0.8,-3.5,-0.2,2021
Aaron Gordon,PF,25,TOT,50,1384,14.5,0.547,0.353,0.299,6.0,16.4,11.1,17.8,1.2,2.3,14.7,20.7,0.7,1.2,1.9,0.066,0.2,-0.2,0.0,0.7,2021
Aaron Gordon,PF,25,ORL,25,736,14.9,0.537,0.382,0.358,5.3,18.5,11.7,23.0,1.1,2.5,16.5,23.8,0.0,0.6,0.6,0.037000000000000005,0.6,0.0,0.6,0.5,2021
Aaron Gordon,PF,25,DEN,25,648,14.1,0.564,0.311,0.214,6.7,13.9,10.3,11.8,1.3,2.1,11.7,17.2,0.7,0.6,1.3,0.099,-0.1,-0.5,-0.6,0.2,2021
Eric Gordon,SG,32,HOU,27,789,14.4,0.5770000000000001,0.5720000000000001,0.311,1.0,7.1,3.9,14.6,0.8,1.5,10.9,25.2,0.6,0.2,0.8,0.048,0.9,-1.5,-0.6,0.3,2021
Devonte' Graham,PG,25,CHO,55,1659,14.6,0.552,0.713,0.23600000000000002,1.4,8.4,4.8,26.3,1.4,0.4,10.2,21.4,2.5,0.9,3.4,0.099,1.6,-1.1,0.5,1.0,2021
Jerami Grant,SF,26,DET,54,1829,16.9,0.556,0.353,0.368,2.1,13.2,7.6,14.3,0.9,2.8,9.1,28.5,1.6,1.6,3.2,0.083,2.0,-1.2,0.9,1.3,2021
Danny Green,SF,33,PHI,69,1934,12.1,0.5820000000000001,0.794,0.07400000000000001,3.2,11.5,7.4,8.3,2.3,2.6,10.7,14.0,1.6,3.1,4.6,0.115,0.2,1.2,1.5,1.7,2021
Draymond Green,PF,30,GSW,63,1982,13.3,0.53,0.332,0.23199999999999998,3.0,20.9,12.1,36.4,2.5,2.3,31.0,13.1,1.2,3.4,4.6,0.11199999999999999,-1.7,3.3,1.5,1.8,2021
JaMychal Green,PF,30,DEN,58,1120,13.6,0.59,0.529,0.152,8.6,19.4,14.0,6.4,1.1,1.9,11.7,17.6,1.4,1.2,2.6,0.11,-0.4,-1.6,-2.0,0.0,2021
Javonte Green,SG-PG,27,TOT,41,473,12.1,0.61,0.294,0.392,6.1,10.6,8.3,4.8,2.9,1.1,13.7,12.6,0.5,0.6,1.1,0.107,-2.2,1.5,-0.8,0.2,2021
Javonte Green,SG,27,BOS,25,345,11.8,0.624,0.31,0.423,6.4,10.4,8.4,4.3,2.5,0.5,13.4,12.1,0.4,0.3,0.8,0.105,-1.7,0.8,-0.9,0.1,2021
Javonte Green,PG,27,CHI,16,128,13.1,0.579,0.258,0.32299999999999995,5.3,11.1,8.2,6.1,3.8,2.7,14.5,14.0,0.1,0.2,0.3,0.114,-3.6,3.2,-0.4,0.1,2021
Jeff Green,C,34,BRK,68,1835,13.0,0.624,0.47200000000000003,0.304,2.2,13.1,7.9,7.8,0.9,1.3,8.2,15.6,2.9,1.2,4.1,0.107,0.0,-1.0,-1.0,0.5,2021
Josh Green,SG,20,DAL,39,445,8.8,0.49,0.26899999999999996,0.247,7.0,12.3,9.7,8.3,1.8,0.6,14.2,11.9,0.1,0.4,0.5,0.05,-3.6,0.0,-3.7,-0.2,2021
Blake Griffin,PF,31,TOT,46,1186,12.9,0.546,0.499,0.285,3.4,17.4,10.5,17.0,1.3,1.1,11.8,19.3,0.9,1.1,2.0,0.081,-0.6,-0.4,-1.0,0.3,2021
